channel,campaign,impressions,clicks,conversions,cost,revenue,ctr,cvr,roas,cpa
Search,Campaign_4,7927,418,28,1547.7093158816158,7331.030935263358,0.0527311719439889,0.06698564593301436,4.73669755685835,55.275332710057704
Display,Campaign_0,7990,393,42,4848.863896381671,7734.27463710473,0.04918648310387985,0.10687022900763359,1.5950694435610402,115.44914039003979
Social,Campaign_1,7324,105,12,4651.664962487127,6587.7186392863705,0.014336428181321682,0.11428571428571428,1.4162066039605923,387.63874687392723
Email,Campaign_2,6479,709,176,3724.418388591215,2400.2553100970636,0.10943046766476308,0.24823695345557123,0.6444644665727192,21.16146811699554
Email,Campaign_3,7407,155,22,2931.8708446228748,5880.895777498683,0.020926150938301608,0.14193548387096774,2.005850901749098,133.26685657376703
Email,Campaign_4,1761,576,74,2151.930642630294,1673.328921834086,0.3270868824531516,0.1284722222222222,0.7775942628842277,29.0801438193283
Display,Campaign_0,4997,530,136,4470.221400779983,6317.198563397545,0.10606363818290974,0.25660377358490566,1.4131735314710123,32.86927500573517
Display,Campaign_1,5791,138,82,3980.6532634370737,9814.659920798429,0.023830081160421342,0.5942028985507246,2.465590261515019,48.544551993135045
Email,Campaign_2,1625,661,13,3952.5581758964317,3405.2240083653314,0.40676923076923077,0.019667170953101363,0.8615240704440824,304.0429366074178
Search,Campaign_3,9587,364,151,2780.7743730050793,4526.566429265913,0.037968081777406903,0.41483516483516486,1.6278078772619806,18.41572432453695
Search,Campaign_4,6837,734,136,684.2792580889926,3453.058621893992,0.10735702793622934,0.18528610354223432,5.046271067074945,5.031465133007298
Email,Campaign_0,4383,293,141,3011.9042580517407,6030.192654596279,0.06684919005247547,0.4812286689419795,2.0021196352691923,21.361023106749933
Email,Campaign_1,3555,422,144,4315.738451507532,1394.0824640625317,0.11870604781997188,0.3412322274881517,0.32302292637209384,29.97040591324675
Display,Campaign_2,5600,162,158,2782.648049889995,9945.476358580869,0.02892857142857143,0.9753086419753086,3.5741050180507155,17.611696518291108
Email,Campaign_3,6305,116,68,3838.580250433382,8170.783838237114,0.018398096748612213,0.5862068965517241,2.128595289186573,56.44970956519679
Social,Campaign_4,7758,289,12,2627.4143374742916,6556.363351270163,0.03725186903841196,0.04152249134948097,2.495367121111447,218.9511947895243
Search,Campaign_0,8762,294,185,3018.7155719731472,8313.635276955878,0.03355398310887925,0.6292517006802721,2.754030672562427,16.31738147012512
Email,Campaign_1,4308,367,190,707.6279200091512,2992.6820203361863,0.08519034354688951,0.5177111716621253,4.22917459262699,3.724357473732375
Email,Campaign_2,1165,515,68,1896.7104554159218,8725.905561742817,0.44206008583690987,0.13203883495145632,4.60054698218519,27.892800814940028
Display,Campaign_3,2415,494,120,4541.836162764577,9852.359798343656,0.20455486542443063,0.242914979757085,2.1692459712916214,37.84863468970481
Social,Campaign_4,2821,120,92,1889.381530567694,6719.79033588216,0.042538107054236086,0.7666666666666667,3.5566084600515255,20.53675576704015
Display,Campaign_0,1523,200,90,2541.0275589112207,6064.834949908224,0.1313197636244255,0.45,2.3867647277729187,28.233639543458008
Email,Campaign_1,8228,882,67,3063.546762314301,5062.271427900714,0.10719494409333981,0.07596371882086168,1.6524217910342955,45.72457854200449
Search,Campaign_2,9295,732,181,3944.5843763373564,6783.868258048351,0.07875201721355568,0.24726775956284153,1.7197929137333703,21.793283847167714
Social,Campaign_3,1699,152,43,1616.5926728902514,6906.551539163773,0.0894643908181283,0.28289473684210525,4.27228927545229,37.59517843930817
Social,Campaign_4,7273,555,79,827.0504572130142,5997.8190542511265,0.07630963838856043,0.14234234234234233,7.252059414201297,10.46899312927866
Social,Campaign_0,1448,769,89,4368.828449608143,7859.328299571865,0.5310773480662984,0.11573472041612484,1.7989555758997122,49.08796010795667
Display,Campaign_1,9146,370,99,3713.838322364183,4187.449287739473,0.04045484364749617,0.26756756756756755,1.1275260052445675,37.51351840771902
Email,Campaign_2,4467,726,34,3971.2147573632733,8300.80164976772,0.16252518468770988,0.046831955922865015,2.090242446439517,116.80043404009628
Email,Campaign_3,7517,850,110,1268.6877196011876,6717.716337108031,0.11307702540907277,0.12941176470588237,5.295011714324584,11.53352472364716
Email,Campaign_4,4087,919,198,2625.9979799981484,4110.289514639726,0.22485931000734036,0.21545157780195864,1.565229503581958,13.26261606059671
Social,Campaign_0,1131,132,131,2551.810281745779,2613.709867257758,0.11671087533156499,0.9924242424242424,1.0242571267757536,19.479467799586097
Social,Campaign_1,1213,507,74,2765.1780941040806,5334.85814857656,0.4179719703215169,0.14595660749506903,1.9293000186684384,37.367271541947034
Search,Campaign_2,4356,861,199,4632.317623967719,5086.61952247698,0.19765840220385675,0.2311265969802555,1.0980722686541813,23.277978009888034
Social,Campaign_3,2614,959,87,4962.594997650754,3651.614164820813,0.36687069625095636,0.09071949947862357,0.7358275592808708,57.041321812077626
Email,Campaign_4,3927,874,22,642.4059233466053,6322.7532127465165,0.22256175197351669,0.02517162471395881,9.842302169021444,29.200269243027513
Email,Campaign_0,5940,813,123,1329.5013476062672,1048.578392195332,0.13686868686868686,0.15129151291512916,0.7887005109722306,10.808954045579409
Social,Campaign_1,2291,220,59,4282.50736008996,3937.7824327005374,0.09602793539938892,0.2681818181818182,0.9195039498117334,72.58487050999932
Search,Campaign_2,2383,165,141,894.0729900073159,6841.578185563178,0.0692404532102392,0.8545454545454545,7.652147265411961,6.340943191541247
Social,Campaign_3,5845,175,170,4889.804827232764,1232.855699381957,0.029940119760479042,0.9714285714285714,0.252127793018613,28.763557807251555
Social,Campaign_4,6538,955,125,3669.8549589273066,6189.067369254665,0.14606913429183235,0.13089005235602094,1.6864610287115327,29.35883967141845
Display,Campaign_0,4070,608,187,551.264253923564,4388.249905159906,0.1493857493857494,0.30756578947368424,7.960338211532872,2.9479371867570263
Social,Campaign_1,1656,810,151,3641.0052414072347,7819.6255524960625,0.4891304347826087,0.18641975308641975,2.147655670353775,24.112617492763142
Email,Campaign_2,3593,908,85,1888.789815730784,2911.6513645647055,0.25271360979682717,0.09361233480176212,1.5415433418345545,22.221056655656284
Email,Campaign_3,4105,800,27,2756.5302840674153,8394.203660363028,0.19488428745432398,0.03375,3.0452063991029,102.09371422471908
Email,Campaign_4,8340,136,78,1128.6838115240778,2861.3322282969975,0.01630695443645084,0.5735294117647058,2.535105225291838,14.470305275949714
Display,Campaign_0,2510,162,57,3215.8041979717527,6458.243130052476,0.06454183266932272,0.35185185185185186,2.008282448951889,56.417617508276365
Display,Campaign_1,2130,553,84,1460.323956911404,2782.3689689951566,0.2596244131455399,0.1518987341772152,1.9053094046884553,17.384809010850045
Social,Campaign_2,1595,930,176,1772.7140876337844,5924.714974053779,0.5830721003134797,0.18924731182795698,3.3421717666620894,10.072239134282865
Search,Campaign_3,5850,542,126,3632.2608171129714,5263.198598231596,0.09264957264957265,0.23247232472324722,1.449014501776594,28.8274668024839
Social,Campaign_4,2440,688,112,1394.6452443188264,3015.305219771732,0.2819672131147541,0.16279069767441862,2.162058940834427,12.452189681418092
Display,Campaign_0,6015,630,186,1799.5547158508857,6252.908150998982,0.10473815461346633,0.29523809523809524,3.474697432604827,9.67502535403702
Social,Campaign_1,1324,484,46,890.9855186102197,2987.677516409452,0.36555891238670696,0.09504132231404959,3.3532279189786407,19.369250404569993
Display,Campaign_2,6535,101,35,3201.762681557698,5579.685471530474,0.015455241009946443,0.3465346534653465,1.7426917690276427,91.47893375879137
Email,Campaign_3,9854,824,45,1579.514135403335,8711.731403780293,0.08362086462350314,0.05461165048543689,5.515450104886664,35.10031412007412
Email,Campaign_4,8232,817,74,4466.96977684058,8775.611833103154,0.09924684159378037,0.09057527539779682,1.9645559006468163,60.364456443791624
Display,Campaign_0,8909,702,18,3161.1529480204076,6825.512273132001,0.07879672241553486,0.02564102564102564,2.15918444484197,175.61960822335598
Social,Campaign_1,1079,212,16,1497.9030832997641,5187.916653666727,0.19647822057460612,0.07547169811320754,3.46345281714632,93.61894270623526
Search,Campaign_2,9275,207,111,532.7923869090988,7024.511495474107,0.022318059299191374,0.5362318840579711,13.184331585940207,4.799931413595485
Email,Campaign_3,7927,249,145,1025.33856654198,8292.528495074273,0.03141163113409865,0.5823293172690763,8.087600296789144,7.0713004589102075
Search,Campaign_4,6130,690,189,1537.387606524169,8123.3958578551155,0.11256117455138662,0.27391304347826084,5.283895761473611,8.13432596044534
Display,Campaign_0,6620,369,92,2986.3042368516617,5935.629729821424,0.05574018126888217,0.24932249322493225,1.9876172215055743,32.459828661431104
Display,Campaign_1,2731,167,130,1368.7184031902543,3766.6062386043272,0.06114976199194434,0.7784431137724551,2.7519219657052876,10.528603101463494
Search,Campaign_2,2360,973,27,3572.1636243095672,6920.417729525791,0.41228813559322036,0.02774922918807811,1.937318235489109,132.3023564559099
Display,Campaign_3,6440,501,13,899.4978635990772,1170.9057834957669,0.07779503105590062,0.02594810379241517,1.3017327009657704,69.19214335377517
Social,Campaign_4,1363,361,136,2298.7933600264673,9718.950283624215,0.2648569332355099,0.3767313019390582,4.227848597714897,16.90289235313579
Social,Campaign_0,5562,126,18,1564.6453038219954,3967.3053605440614,0.022653721682847898,0.14285714285714285,2.535594074166862,86.92473910122197
Social,Campaign_1,3386,803,57,4112.874850836208,4757.671471712929,0.23715298287064382,0.07098381070983811,1.1567751619638085,72.15569913747733
Display,Campaign_2,9889,511,53,1075.7880312436866,5931.306559691257,0.05167357670138538,0.10371819960861056,5.513452824748616,20.29788738195635
Search,Campaign_3,4478,849,199,1042.702210999729,7457.394965341851,0.1895935685573917,0.23439340400471143,7.1519892129046125,5.239709603013714
Email,Campaign_4,8951,625,13,4016.842948717453,2456.078806881058,0.06982460060328455,0.0208,0.6114450672424883,308.98791913211176
Email,Campaign_0,4399,913,54,2083.0391612363746,4382.782382463081,0.20754716981132076,0.05914567360350493,2.1040326384750774,38.574799282155084
Social,Campaign_1,5409,532,85,4042.583868595551,3870.104265013929,0.09835459419486042,0.15977443609022557,0.957334316568788,47.55981021877119
Email,Campaign_2,3874,668,59,3491.1219535697046,1503.5769934957261,0.1724315952503872,0.08832335329341318,0.43068589796993617,59.17155853507974
Display,Campaign_3,3317,158,60,896.947218969153,5084.836010972911,0.04763340367802231,0.379746835443038,5.669047078173486,14.94912031615255
Search,Campaign_4,7034,117,148,4869.721242999179,1791.647258186475,0.016633494455501847,1.264957264957265,0.36791577356962424,32.90352191215661
Display,Campaign_0,1078,314,181,4687.102401617505,8939.412020741354,0.2912801484230056,0.5764331210191083,1.9072363380958754,25.895593379102237
Display,Campaign_1,9142,963,112,4108.3134161524185,5767.090094775495,0.10533800043754102,0.11630321910695743,1.4037609867108387,36.68136978707516
Search,Campaign_2,6908,320,72,4272.681053511098,8360.264192205505,0.04632310364794441,0.225,1.9566787428084325,59.34279240987636
Email,Campaign_3,6703,305,92,3292.339926044012,6359.9763696505825,0.045502014023571534,0.3016393442622951,1.9317496104639964,35.78630354395665
Search,Campaign_4,8413,491,72,4640.253374063209,9421.933252991726,0.05836205871864971,0.14663951120162932,2.0304781858800673,64.44796352865568
Display,Campaign_0,4163,382,127,2371.043808711112,1735.5443427176551,0.09176074945952438,0.3324607329842932,0.7319748105629008,18.669636289063874
Search,Campaign_1,7188,373,173,4520.408691364993,7588.141799427097,0.05189204229271007,0.46380697050938335,1.6786406534263532,26.129530007890132
Search,Campaign_2,8951,808,95,2562.234351812159,7144.510099814514,0.09026924365992627,0.11757425742574257,2.788390568084261,26.9708879138122
Social,Campaign_3,2623,655,166,4018.014673564818,8156.8229207091035,0.2497140678612276,0.2534351145038168,2.0300629996137616,24.20490767207722
Social,Campaign_4,7091,531,197,2640.198632464614,6156.0285846013585,0.07488365533775208,0.3709981167608286,2.33165357670636,13.402023515048802
Display,Campaign_0,2613,834,99,3637.474196626011,3713.0737526206553,0.31917336394948337,0.11870503597122302,1.0207835305236717,36.742163602282936
Display,Campaign_1,9702,225,11,2446.8730686449135,3811.963714358799,0.023191094619666047,0.04888888888888889,1.5578918919851765,222.4430062404467
Email,Campaign_2,8581,448,159,2215.38846643238,8988.579522135817,0.052208367323155806,0.3549107142857143,4.0573378702340435,13.9332607951722
Display,Campaign_3,6727,605,163,3434.1313180314105,4190.496160417135,0.0899360784896685,0.2694214876033058,1.2202492485987124,21.06829029467123
Email,Campaign_4,8812,940,148,4017.995820440439,8327.025420357455,0.10667271901951884,0.1574468085106383,2.072432573970342,27.148620408381344
Email,Campaign_0,6041,798,130,866.5474796903852,7893.095454693115,0.1320973348783314,0.16290726817042606,9.10867048798445,6.665749843772194
Search,Campaign_1,3391,895,179,1688.40521219399,5590.708709680085,0.26393394278973753,0.2,3.31123634853938,9.432431353039052
Search,Campaign_2,8888,106,23,3148.9018545678555,9208.681598475114,0.011926192619261927,0.2169811320754717,2.9244104846001564,136.90877628555893
Display,Campaign_3,8209,793,189,1822.493421586022,3706.8301247536315,0.09660129126568401,0.23833543505674654,2.033933335972082,9.642822336433978
Social,Campaign_4,2776,987,76,3114.5782888198933,1058.8516971144118,0.35554755043227665,0.07700101317122594,0.3399663129083226,40.981293273945965
Social,Campaign_0,8087,604,145,4970.273618418686,7819.671280348758,0.07468777049585755,0.24006622516556292,1.5732878872846885,34.27774909254266
Email,Campaign_1,3321,126,50,4482.960660855812,7883.033430449614,0.037940379403794036,0.3968253968253968,1.7584435882479317,89.65921321711625
Display,Campaign_2,2344,735,66,3099.5218370724187,2762.710054865731,0.31356655290102387,0.08979591836734693,0.8913342767332088,46.96245207685483
Email,Campaign_3,1236,815,95,807.3524406400447,8340.999015933518,0.6593851132686084,0.1165644171779141,10.331298446711854,8.498446743579418
Search,Campaign_4,3127,905,47,4202.877896015934,8730.878651403586,0.28941477454429165,0.051933701657458566,2.0773571984282277,89.42293395778583
Display,Campaign_0,7218,193,184,4782.346911426447,6913.866029489732,0.026738708783596563,0.9533678756476683,1.4457056665986427,25.99101582296982
Display,Campaign_1,2186,533,193,1075.0281613365012,5675.681289091779,0.24382433668801465,0.3621013133208255,5.279565218120085,5.5700941001891255
Social,Campaign_2,7822,632,144,3285.455653112543,6656.231155447631,0.08079774993607773,0.22784810126582278,2.0259689547602675,22.815664257725995
Display,Campaign_3,4062,577,10,1167.1165425104198,6731.5482176183805,0.14204825209256525,0.01733102253032929,5.7676744116222505,116.71165425104198
Social,Campaign_4,6781,987,146,1000.9409229095721,8640.573601202232,0.14555375313375607,0.14792299898682879,8.632451130168095,6.855759745955973
Display,Campaign_0,8970,540,133,2151.272596050506,3064.0275637671602,0.06020066889632107,0.2462962962962963,1.4242860571888332,16.174981925191773
Search,Campaign_1,9565,539,175,1638.3070174965765,9253.049304721528,0.056351280710925246,0.3246753246753247,5.647933632647621,9.361754385694722
Email,Campaign_2,3474,832,184,3811.9348141619002,9548.931937152816,0.23949337938975246,0.22115384615384615,2.5050092414164915,20.717037033488587
Social,Campaign_3,1611,251,179,1517.8924980099223,2980.4420519652995,0.1558038485412787,0.7131474103585658,1.9635396155346283,8.479846357597332
Social,Campaign_4,7905,797,102,4308.407028701153,1947.4611061279732,0.10082226438962681,0.12797992471769135,0.4520141883426159,42.23928459510934
Display,Campaign_0,4995,749,73,1582.4970267729589,7062.328554466257,0.14994994994994995,0.09746328437917223,4.462775243797972,21.67804146264327
Display,Campaign_1,3352,740,67,3467.3802534336855,2016.3830295506912,0.220763723150358,0.09054054054054055,0.5815292474928017,51.751944081099786
Display,Campaign_2,6503,714,110,1286.40876303572,3241.6399914478943,0.10979547900968784,0.15406162464985995,2.519914419580087,11.694625118506547
Social,Campaign_3,2674,503,49,3118.3547727074133,2477.3934282947325,0.18810770381451009,0.09741550695825049,0.7944552845550071,63.63989332055945
Social,Campaign_4,7915,555,189,2767.109452599275,8724.850442211577,0.07012002526847758,0.34054054054054056,3.153055775952743,14.640790754493517
Social,Campaign_0,8781,150,199,3071.212595950978,9180.23738625665,0.01708233686368295,1.3266666666666667,2.9891246859171132,15.4332291253818
Display,Campaign_1,6726,650,119,2232.2238793122,3819.7424590329147,0.09663990484686293,0.18307692307692308,1.711182509260615,18.758183859766387
Display,Campaign_2,2659,864,196,4686.375764906955,3985.3282738685,0.32493418578412936,0.22685185185185186,0.850407324080131,23.91008043319875
Search,Campaign_3,8326,514,101,1897.2850737818264,5178.180812562782,0.061734326207062214,0.19649805447470817,2.729258182715369,18.785000730513133
Search,Campaign_4,6323,649,105,4586.568921192835,2224.3239489572015,0.10264115135220624,0.1617873651771957,0.48496468431542045,43.68160877326509
Search,Campaign_0,4549,994,178,3861.948152766733,8029.0275432056915,0.21850956254121784,0.1790744466800805,2.079009667039063,21.69633793689176
Email,Campaign_1,8484,745,83,2148.7506696727096,5797.861589986027,0.08781235266383781,0.11140939597315436,2.6982477175302697,25.888562285213368
Display,Campaign_2,7835,159,191,2563.6877540127734,3670.413521797868,0.020293554562858966,1.20125786163522,1.431692886956615,13.422448973888866
Display,Campaign_3,7388,574,130,4427.587178015656,5337.228351295749,0.07769355711965349,0.2264808362369338,1.2054485065357368,34.058362907812736
Social,Campaign_4,1243,545,17,1312.117439715366,6335.312466201646,0.43845534995977475,0.031192660550458717,4.828312066011369,77.18337880678622
Search,Campaign_0,3581,899,109,1194.2060114594033,4097.330509725854,0.25104719352136273,0.12124582869855395,3.4310081094958065,10.956018453755993
Display,Campaign_1,4215,445,185,3053.2037117603163,3413.5110666961623,0.1055753262158956,0.4157303370786517,1.118009602028196,16.503803847353062
Social,Campaign_2,3800,303,179,4917.546123696397,2313.683281102136,0.07973684210526316,0.5907590759075908,0.4704954916341481,27.472324713387696
Display,Campaign_3,7410,757,38,2749.433326131143,7133.336546626723,0.10215924426450743,0.05019815059445178,2.594475188334309,72.3535085823985
Display,Campaign_4,2681,131,132,3268.4257095157227,4979.905262992239,0.04886236478925774,1.0076335877862594,1.5236403411262187,24.760800829664564
Social,Campaign_0,4047,771,95,3316.1658643946835,1791.1825675884243,0.1905114899925871,0.12321660181582361,0.5401366037869695,34.90700909889141
Social,Campaign_1,1797,184,21,3604.8833453307093,6473.874045393761,0.10239287701725097,0.11413043478260869,1.7958622860235307,171.66111168241474
Social,Campaign_2,8363,190,13,3532.1115673479962,2049.718161227782,0.022719119933038382,0.06842105263157895,0.5803095746397289,271.70088979599973
Email,Campaign_3,5560,139,28,4438.768667602675,2201.067265544243,0.025,0.2014388489208633,0.49587338975540995,158.52745241438126
Search,Campaign_4,3274,857,173,2448.482796118198,6821.683469439061,0.2617593158216249,0.20186697782963828,2.786085930542005,14.153079746347967
Search,Campaign_0,9637,278,56,4761.515309315134,8743.694248505468,0.028847151603196015,0.2014388489208633,1.836325976186582,85.0270590949131
Email,Campaign_1,2655,686,115,4002.0361467469834,7539.066693982561,0.2583804143126177,0.16763848396501457,1.883807746242027,34.800314319538984
Social,Campaign_2,3422,394,155,1734.0091944082994,9877.308270716665,0.11513734658094682,0.3934010152284264,5.696226007663775,11.187156092956771
Social,Campaign_3,2781,680,121,1802.0386473765031,3204.906578159964,0.24451636102121538,0.17794117647058824,1.778489369706818,14.892881383276885
Email,Campaign_4,7437,479,165,2293.599400229329,8435.022941719224,0.06440769127336292,0.3444676409185804,3.677635658989026,13.900602425632298
Display,Campaign_0,2307,651,64,4868.812691619537,6371.213281746272,0.28218465539661897,0.09831029185867896,1.3085763789419846,76.07519830655527
Email,Campaign_1,6718,227,121,605.3460469158222,7786.471668286175,0.03378981839833284,0.5330396475770925,12.862843836112374,5.002859891866299
Email,Campaign_2,2631,307,157,861.324597576486,5320.480725608881,0.11668567084758646,0.511400651465798,6.177091355081636,5.486143933608191
Display,Campaign_3,4384,113,81,2457.213064940978,2122.2355930077856,0.025775547445255474,0.7168141592920354,0.8636758542787423,30.33596376470343
Search,Campaign_4,7941,263,111,3185.074875033391,8292.91603331106,0.0331192545019519,0.4220532319391635,2.603680088752739,28.694368243544062
Social,Campaign_0,3015,586,181,4730.632690124825,4125.886491923963,0.19436152570480927,0.30887372013651876,0.8721637806580784,26.13609221063439
Search,Campaign_1,6538,991,182,4074.939877374132,2461.369111722731,0.15157540532272867,0.18365287588294651,0.6040258717409159,22.389779546011713
Social,Campaign_2,9378,495,120,671.7821117569406,5800.1514905363465,0.052783109404990404,0.24242424242424243,8.633977280768852,5.598184264641172
Search,Campaign_3,7015,459,184,937.1233550645657,5753.519923939985,0.0654312188168211,0.4008714596949891,6.139554513123388,5.093061712307422
Email,Campaign_4,4966,431,172,1194.6355112387037,3348.362172655011,0.08679017317760773,0.3990719257540603,2.8028316094363652,6.94555529789944
Search,Campaign_0,5049,922,171,4084.702740039883,7749.035745415105,0.18261041790453555,0.18546637744034708,1.8970868233460347,23.88715052654902
Email,Campaign_1,6596,520,84,1988.4424513552792,4224.316600481529,0.07883565797453002,0.16153846153846155,2.1244349302653074,23.671933944705707
Social,Campaign_2,8824,182,129,4095.201642086273,5777.261216716748,0.020625566636446057,0.7087912087912088,1.4107391336592552,31.74574916345948
Social,Campaign_3,6691,303,79,521.1646530233019,5910.355482373588,0.04528471080555971,0.2607260726072607,11.34066834365555,6.5970209243455935
Social,Campaign_4,2004,791,56,3023.1716648085276,9502.209063821572,0.39471057884231536,0.07079646017699115,3.1431258682504866,53.98520830015228
Email,Campaign_0,6127,262,170,3332.478638153323,9815.732649114932,0.04276154724987759,0.648854961832061,2.945475039730269,19.602815518548958
Display,Campaign_1,4796,180,177,2824.1697271405133,7205.568496557715,0.03753127606338615,0.9833333333333333,2.5513935750077565,15.955761170285385
Email,Campaign_2,5843,640,168,4196.689044100483,1007.3134943549533,0.10953277425979804,0.2625,0.24002576406536225,24.980291929169546
Display,Campaign_3,4293,493,121,2191.4462609498914,8204.57565537505,0.11483810854880037,0.24543610547667344,3.743909125938933,18.111126123552822
Email,Campaign_4,2064,969,185,3235.7156130397116,8993.139982836798,0.4694767441860465,0.19091847265221878,2.779335719923921,17.490354665079522
Email,Campaign_0,9404,108,139,1017.8483267982306,9840.493132033118,0.011484474691620587,1.287037037037037,9.667936639428019,7.322649833080796
Email,Campaign_1,5199,245,170,3949.253454337631,1175.966217290605,0.0471244470090402,0.6938775510204082,0.29776924446289765,23.2309026725743
Email,Campaign_2,9772,852,136,1070.301541032309,8736.429998728105,0.08718788374948834,0.1596244131455399,8.162587517440919,7.86986427229639
Social,Campaign_3,9686,336,114,3905.6945433404508,8799.737118357732,0.034689242205244684,0.3392857142857143,2.2530530794739314,34.26047845035483
Display,Campaign_4,8116,320,123,1927.2495068613139,2734.4681001238205,0.03942828979793001,0.384375,1.4188448825067437,15.668695177734259
Display,Campaign_0,5080,765,129,565.9065101617008,8545.617292546587,0.15059055118110237,0.16862745098039217,15.100758056493788,4.3868721717961305
Email,Campaign_1,3596,450,55,2520.640441356858,1420.765203236995,0.12513904338153503,0.12222222222222222,0.5636524670183418,45.82982620648833
Display,Campaign_2,1165,223,193,3720.1619242626266,1623.935127679351,0.19141630901287554,0.8654708520179372,0.43652270001694377,19.27545038478045
Search,Campaign_3,9926,201,120,4555.335813133567,6338.463571190591,0.020249848881724763,0.5970149253731343,1.391437169772656,37.961131776113056
Search,Campaign_4,1373,799,128,3931.4283056899026,9686.857017778404,0.5819373634377276,0.16020025031289112,2.4639536231040378,30.714283638202364
Social,Campaign_0,8459,479,74,2971.9939866787317,5234.7099524439245,0.05662607873271072,0.1544885177453027,1.7613460780564456,40.162080901063945
Social,Campaign_1,7064,159,111,2105.915485853111,4399.828228870232,0.022508493771234428,0.6981132075471698,2.0892710360063913,18.97221158426226
Social,Campaign_2,6681,286,160,3012.3741376285484,5477.0935488920995,0.04280796287980841,0.5594405594405595,1.81819830427965,18.827338360178427
Search,Campaign_3,4257,374,165,4482.600147223606,9893.731763138865,0.08785529715762273,0.4411764705882353,2.207141265826879,27.167273619537003
Social,Campaign_4,5361,624,15,4380.706030566744,6974.800516978788,0.11639619473978735,0.02403846153846154,1.5921635618349035,292.0470687044496
Social,Campaign_0,7194,997,119,543.594321475712,5945.58157830786,0.1385877119822074,0.119358074222668,10.937534377046486,4.568019508199261
Email,Campaign_1,9177,383,45,3530.862288457094,8129.383669396893,0.04173477171188842,0.1174934725848564,2.3023791372359774,78.46360641015765
Social,Campaign_2,3547,622,119,1189.0927736282151,5266.957975282242,0.17535945869749084,0.19131832797427653,4.4293919634306205,9.992376248976598
Search,Campaign_3,6156,884,45,4116.933185281319,5506.295803711015,0.14359974009096815,0.05090497737556561,1.3374751437300183,91.48740411736266
Social,Campaign_4,8454,383,134,4302.557857043687,7968.648041749415,0.04530399810740478,0.34986945169712796,1.8520722571351358,32.10864072420662
Social,Campaign_0,6746,736,114,4385.784485476477,5294.055519812151,0.10910168989030537,0.15489130434782608,1.2070943151318567,38.4717937322498
Email,Campaign_1,8315,874,166,1807.6705177339254,2162.2116463912903,0.10511124473842454,0.18993135011441648,1.1961314991748682,10.889581432132081
Email,Campaign_2,1035,612,101,3422.7982896065887,1300.81923379499,0.591304347826087,0.1650326797385621,0.3800455427785387,33.88909197630286
Social,Campaign_3,5878,107,147,934.228375581124,6788.4738760942955,0.018203470568220484,1.3738317757009346,7.266396583032085,6.355295071980436
Social,Campaign_4,7173,765,53,4884.926221013144,1952.8722774044395,0.10664993726474278,0.06928104575163399,0.3997751837077715,92.16841926439893
Search,Campaign_0,1060,167,141,2342.3959886570065,8993.045564584041,0.15754716981132075,0.844311377245509,3.8392507535585945,16.61273750820572
Display,Campaign_1,8505,927,117,2952.5722991477464,5531.4797715217865,0.10899470899470899,0.1262135922330097,1.8734443092616009,25.235660676476463
Display,Campaign_2,7979,860,149,2767.3847990315626,1140.5305268418945,0.10778293019175335,0.17325581395348838,0.4121329737884733,18.573052342493707
Social,Campaign_3,2057,472,189,3361.8558664905336,3439.885750832529,0.22946037919299953,0.4004237288135593,1.0232103598252864,17.78759717719859
Display,Campaign_4,5531,611,116,851.711536949635,6248.517004954394,0.11046826975230518,0.18985270049099837,7.336424051895745,7.342340835772716
Display,Campaign_0,4958,520,142,904.6797812221214,3966.5906271623353,0.10488100040338846,0.27307692307692305,4.384524457708023,6.370984374803672
Display,Campaign_1,2435,528,167,849.8708681472865,4426.973110111414,0.21683778234086243,0.3162878787878788,5.208995008573702,5.08904711465441
Search,Campaign_2,4300,825,70,1328.2956347991835,9040.79251635685,0.19186046511627908,0.08484848484848485,6.8063104925611455,18.97565192570262
Search,Campaign_3,9248,725,182,2312.182462855023,6840.861764004645,0.07839532871972318,0.25103448275862067,2.958616750149435,12.70429924645617
Social,Campaign_4,7421,858,12,2285.450431947407,3231.7484302950465,0.11561784126128555,0.013986013986013986,1.4140531709284585,190.45420266228393
Search,Campaign_0,4818,611,79,1901.189419762654,8863.20274728899,0.12681610626816106,0.12929623567921442,4.6619251375780735,24.065688857755116
Display,Campaign_1,8498,300,57,3957.063092408933,8565.9688083281,0.035302424099788184,0.19,2.164728893193718,69.42215951594619
Search,Campaign_2,3589,723,155,4300.165852557229,6754.340491348723,0.20144887155196434,0.2143845089903181,1.5707162753576216,27.74300550036922
Email,Campaign_3,1957,266,89,919.8453376903943,3195.688477652217,0.13592233009708737,0.33458646616541354,3.474158477202432,10.335340872925778
Display,Campaign_4,6912,776,194,1079.3486181871967,8301.203532559928,0.11226851851851852,0.25,7.6909382128103205,5.5636526710680245
Display,Campaign_0,5210,168,51,582.2836112241702,4832.8144716695715,0.032245681381957776,0.30357142857142855,8.299760423463152,11.417325710277845
Social,Campaign_1,7592,191,162,1112.1721290251185,3519.6891767930965,0.025158061116965228,0.8481675392670157,3.164698237743381,6.865260055710608
Social,Campaign_2,4940,881,114,2136.6622615722385,2942.1196160314103,0.17834008097165993,0.12939841089670828,1.3769698978379883,18.742651417300337
Social,Campaign_3,1769,753,13,3244.9618662806583,3270.9074624802906,0.425664217071792,0.017264276228419653,1.0079956551937452,249.61245125235834
